evaluated_label_assignments,top_k,random_trials,mean_base_score,mean_top_deleted_score,mean_random_deleted_score,mean_comprehensiveness,mean_random_comprehensiveness,mean_sufficiency,mean_random_sufficiency,comprehensiveness_ratio,sufficiency_ratio
158,3,50,0.48307988052942785,0.45120722083671483,0.47684383319745066,0.03187265969271288,0.006236047331977128,-0.03594639024689938,0.03734418715590118,5.1110355640305425,-0.9625698933232525
