weight,micro_f1,macro_f1,hamming_loss,lrap,threshold
0.30,0.6880643645497672,0.6112169680666713,0.07493320077052135,0.80450506554659,0.45
0.15,0.6869664003187317,0.6097297614951339,0.07468775243894862,0.8084778560184406,0.45
0.50,0.6852821885552635,0.603961956949496,0.07566333188342758,0.8007058320404186,0.45
